CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,DEPARTAMENTO_ORIGEN,ESTABLECIMIENTO_ORIG,DIRECCION_ORIG,TELEFONO_ORIG,TELEFONO_VALIDO,ZONA,DIRECCION_STD,DIR_AVENIDA,DIR_CALLE,DIR_KM,DIR_NUMERO,__KEY_MERGE_CAP__,DUP_CAPITAL_MERGE,DUP_CAPITAL_CODIGOS_DISTINTOS
16 - 01 - 0690 - 46,16 - 031,ALTA VERAPAZ,COBAN,ISEA LA ESCUELA EN SU CASA,1A. AV. 4 - 24 ZONA 2,77930803,PATRICIO NAJARRO ASENCIO,LUDWING JOEL NORIEGA MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,ALTA VERAPAZ,AltaVerapaz,"ISEA ""LA ESCUELA EN SU CASA""",1A. AV. 4 - 24 ZONA 2,77930803,True,2,1A. AVENIDA . 4 - 24,,,,,ISEA LA ESCUELA EN SU CASA|1A. AVENIDA . 4 - 24|COBAN|ALTA VERAPAZ|DOBLE|A DISTANCIA|77930803,False,False
16 - 01 - 0694 - 46,16 - 031,ALTA VERAPAZ,COBAN,COLEGIO LA LIBERTAD,3A. AV. 5 - 12 ZONA 4,55564568,PATRICIO NAJARRO ASENCIO,SILVIA YOLANDA CAAL QUIM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,ALTA VERAPAZ,AltaVerapaz,COLEGIO LA LIBERTAD,3A. AV. 5 - 12 ZONA 4,55564568,True,4,3A. AVENIDA . 5 - 12,,,,,COLEGIO LA LIBERTAD|3A. AVENIDA . 5 - 12|COBAN|ALTA VERAPAZ|DOBLE|SEMIPRESENCIAL|55564568,False,False
16 - 01 - 0703 - 46,16 - 031,ALTA VERAPAZ,COBAN,INSTITUTO MIXTO PRIVADO SALUD Y DESARROLLO,DIAGNONAL 1 1 - 26 ZONA 1,51922050,PATRICIO NAJARRO ASENCIO,SAMANTHA GABRIELA DE LA CRUZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO (REGULAR),ALTA VERAPAZ,AltaVerapaz,INSTITUTO MIXTO PRIVADO SALUD Y DESARROLLO,DIAGNONAL 1 1 - 26 ZONA 1,51922050,True,1,DIAGNONAL 1 1 - 26,,,,,INSTITUTO MIXTO PRIVADO SALUD Y DESARROLLO|DIAGNONAL 1 1 - 26|COBAN|ALTA VERAPAZ|VESPERTINA|DIARIO (REGULAR)|51922050,False,False
16 - 01 - 0705 - 46,16 - 050,ALTA VERAPAZ,COBAN,PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA PRONEA,7A. AV. 2 - 18 D ZONA 1,45587767,MAXIMILIANO CHUB ICAL,,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,ALTA VERAPAZ,AltaVerapaz,PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA PRONEA,7A. AV. 2 - 18 D ZONA 1,45587767,True,1,7A. AVENIDA . 2 - 18 D,,,,,PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA PRONEA|7A. AVENIDA . 2 - 18 D|COBAN|ALTA VERAPAZ|DOBLE|A DISTANCIA|45587767,False,False
16 - 01 - 0710 - 46,16 - 031,ALTA VERAPAZ,COBAN,OXFORD BILINGUAL SCHOOL,2DA. CALLE 16 - 94 ZONA 4,79513898,PATRICIO NAJARRO ASENCIO,DARWIN ROBERTO IGLESIAS DE LA CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,MATUTINA,DIARIO (REGULAR),ALTA VERAPAZ,AltaVerapaz,OXFORD BILINGUAL SCHOOL,2DA. CALLE 16 - 94 ZONA 4,79513898,True,4,"CALLE 16, 2A . - 94",,16,,,"OXFORD BILINGUAL SCHOOL|CALLE 16, 2A . - 94|COBAN|ALTA VERAPAZ|MATUTINA|DIARIO (REGULAR)|79513898",False,False
16 - 01 - 0712 - 46,16 - 050,ALTA VERAPAZ,COBAN,ENBI CENTRO DE EDUCACION EXTRAESCOLAR - CEEX -,10 AVENIDA 1 - 25 ZONA 3,79521302,MAXIMILIANO CHUB ICAL,ANABELA CECILIA BOL CAAL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO (REGULAR),ALTA VERAPAZ,AltaVerapaz,ENBI CENTRO DE EDUCACIÓN EXTRAESCOLAR - CEEX -,10 AVENIDA 1 - 25 ZONA 3,79521302,True,3,"AVENIDA 1, 10 - 25",1,,,,"ENBI CENTRO DE EDUCACION EXTRAESCOLAR - CEEX - |AVENIDA 1, 10 - 25|COBAN|ALTA VERAPAZ|VESPERTINA|DIARIO (REGULAR)|79521302",False,False
16 - 01 - 0909 - 46,16 - 031,ALTA VERAPAZ,COBAN,ISEA LA ESCUELA EN SU CASA,"2A. CALLE ""A"" 11 - 10, ZONA 1",77256954,PATRICIO NAJARRO ASENCIO,LUDWING JOEL NORIEGA MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,AltaVerapaz,"ISEA ""LA ESCUELA EN SU CASA""","2A. CALLE ""A"" 11 - 10, ZONA 1",77256954,True,1,2A. CALLE A 11 - 10,,,,,ISEA LA ESCUELA EN SU CASA|2A. CALLE A 11 - 10|COBAN|ALTA VERAPAZ|SIN JORNADA|SEMIPRESENCIAL (FIN DE SEMANA)|77256954,False,False
16 - 01 - 0910 - 46,16 - 031,ALTA VERAPAZ,COBAN,COLEGIO DE INFORMATICA CENINFAV,"12 AVENIDA 2 - 12, ZONA 1",79521765,PATRICIO NAJARRO ASENCIO,HÉCTOR VIDAL BOL CÚ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,AltaVerapaz,COLEGIO DE INFORMATICA CENINFAV,"12 AVENIDA 2 - 12, ZONA 1",79521765,True,1,"AVENIDA 2, 12 - 12",2,,,,"COLEGIO DE INFORMATICA CENINFAV|AVENIDA 2, 12 - 12|COBAN|ALTA VERAPAZ|SIN JORNADA|SEMIPRESENCIAL (FIN DE SEMANA)|79521765",False,False
16 - 01 - 0912 - 46,16 - 031,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,"2A. CALLE 12 - 23, ZONA 4",79511459,PATRICIO NAJARRO ASENCIO,DANIEL BERNARDO RAMIREZ GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,AltaVerapaz,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,"2A. CALLE 12 - 23, ZONA 4",79511459,True,4,"CALLE 12, 2A. - 23",,12,,,"COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA|CALLE 12, 2A. - 23|COBAN|ALTA VERAPAZ|SIN JORNADA|SEMIPRESENCIAL (FIN DE SEMANA)|79511459",False,False
16 - 01 - 0913 - 46,16 - 031,ALTA VERAPAZ,COBAN,INSTITUTO MIXTO PRIVADO SALUD Y DESARROLLO,"DIAGONAL 1 1 - 26, ZONA 1",59584790,PATRICIO NAJARRO ASENCIO,SAMANTHA GABRIELA DE LA CRUZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,AltaVerapaz,INSTITUTO MIXTO PRIVADO SALUD Y DESARROLLO,"DIAGONAL 1 1 - 26, ZONA 1",59584790,True,1,DIAGONAL 1 1 - 26,,,,,INSTITUTO MIXTO PRIVADO SALUD Y DESARROLLO|DIAGONAL 1 1 - 26|COBAN|ALTA VERAPAZ|SIN JORNADA|SEMIPRESENCIAL (FIN DE SEMANA)|59584790,False,False
16 - 01 - 0915 - 46,16 - 031,ALTA VERAPAZ,COBAN,INSTITUTO MIXTO PRIVADO SANTO DOMINGO,"2A. CALLE 11 - 10, ZONA 2",79529830,PATRICIO NAJARRO ASENCIO,AMÉRICA NUILA LUTHER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,AltaVerapaz,INSTITUTO MIXTO PRIVADO SANTO DOMINGO,"2A. CALLE 11 - 10, ZONA 2",79529830,True,2,"CALLE 11, 2A. - 10",,11,,,"INSTITUTO MIXTO PRIVADO SANTO DOMINGO|CALLE 11, 2A. - 10|COBAN|ALTA VERAPAZ|SIN JORNADA|SEMIPRESENCIAL (FIN DE SEMANA)|79529830",False,False
16 - 01 - 0917 - 46,16 - 031,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO MIXTO MONJA BLANCA,"DIAGONAL 3 14 - 11, ZONA 2",79513896,PATRICIO NAJARRO ASENCIO,EDWIN ARMANDO CATÚN CAAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,AltaVerapaz,INSTITUTO PRIVADO MIXTO MONJA BLANCA,"DIAGONAL 3 14 - 11, ZONA 2",79513896,True,2,DIAGONAL 3 14 - 11,,,,,INSTITUTO PRIVADO MIXTO MONJA BLANCA|DIAGONAL 3 14 - 11|COBAN|ALTA VERAPAZ|SIN JORNADA|SEMIPRESENCIAL (FIN DE SEMANA)|79513896,False,False
16 - 01 - 0918 - 46,16 - 031,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DE NORTE,"3A. AVENIDA 8 - 32, ZONA 10",79417346,PATRICIO NAJARRO ASENCIO,ZOILA IMENA LÓPEZ RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,AltaVerapaz,LICEO PREUNIVERSITARIO DE NORTE,"3A. AVENIDA 8 - 32, ZONA 10",79417346,True,10,"AVENIDA 8, 3A. - 32",8,,,,"LICEO PREUNIVERSITARIO DE NORTE|AVENIDA 8, 3A. - 32|COBAN|ALTA VERAPAZ|SIN JORNADA|SEMIPRESENCIAL (FIN DE SEMANA)|79417346",False,False
16 - 01 - 0919 - 46,16 - 031,ALTA VERAPAZ,COBAN,LICEO MIXTO PARTICULAR SAN BENITO,"9A. AVENIDA 4 - 55, ZONA 4",37058145,PATRICIO NAJARRO ASENCIO,HENRI MARCO ARTOLA TEYUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ALTA VERAPAZ,AltaVerapaz,"LICEO MIXTO PARTICULAR ""SAN BENITO""","9A. AVENIDA 4 - 55, ZONA 4",37058145,True,4,"AVENIDA 4, 9A. - 55",4,,,,"LICEO MIXTO PARTICULAR SAN BENITO|AVENIDA 4, 9A. - 55|COBAN|ALTA VERAPAZ|VESPERTINA|DIARIO (REGULAR)|37058145",False,False
16 - 01 - 0922 - 46,16 - 031,ALTA VERAPAZ,COBAN,COLEGIO LA LIBERTAD,"3A. AVENIDA 5 - 12, ZONA 4",33857209,PATRICIO NAJARRO ASENCIO,SILVIA YOLANDA CAAL QUIM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,AltaVerapaz,COLEGIO LA LIBERTAD,"3A. AVENIDA 5 - 12, ZONA 4",33857209,True,4,"AVENIDA 5, 3A. - 12",5,,,,"COLEGIO LA LIBERTAD|AVENIDA 5, 3A. - 12|COBAN|ALTA VERAPAZ|SIN JORNADA|SEMIPRESENCIAL (FIN DE SEMANA)|33857209",False,False
16 - 01 - 0926 - 46,16 - 005,ALTA VERAPAZ,COBAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,2A. CALLE 1 - 99 ZONA 4 COBAN,33622052,NORA LILIANA FIGUEROA HERNÁNDEZ,SELVIN EDDER HERNÁNDEZ MOLINA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO (REGULAR),ALTA VERAPAZ,AltaVerapaz,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2A. CALLE 1 - 99 ZONA 4 COBAN,33622052,True,4,"CALLE 1, 2A. - 99 COBAN",,1,,,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|CALLE 1, 2A. - 99 COBAN|COBAN|ALTA VERAPAZ|NOCTURNA|DIARIO (REGULAR)|33622052",False,False
16 - 01 - 0927 - 46,16 - 005,ALTA VERAPAZ,COBAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,2A. CALLE 1 - 99 ZONA 4,33622052,NORA LILIANA FIGUEROA HERNÁNDEZ,SELVIN EDDER HERNÁNDEZ MOLINA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO (REGULAR),ALTA VERAPAZ,AltaVerapaz,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2A. CALLE 1 - 99 ZONA 4,33622052,True,4,"CALLE 1, 2A. - 99",,1,,,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA|CALLE 1, 2A. - 99|COBAN|ALTA VERAPAZ|NOCTURNA|DIARIO (REGULAR)|33622052",False,False
16 - 01 - 0986 - 46,16 - 031,ALTA VERAPAZ,COBAN,COLEGIO MIXTO LA EXCELENCIA,"2A. CALLE 8 - 18 ZONA 4, COBAN",41114848,PATRICIO NAJARRO ASENCIO,ZULY BEATRIZ LÓPEZ WINTER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,AltaVerapaz,COLEGIO MIXTO LA EXCELENCIA,"2A. CALLE 8 - 18 ZONA 4, COBAN",41114848,True,4,"CALLE 8, 2A. - 18 , COBAN",,8,,,"COLEGIO MIXTO LA EXCELENCIA|CALLE 8, 2A. - 18 , COBAN|COBAN|ALTA VERAPAZ|DOBLE|FIN DE SEMANA|41114848",False,False
16 - 01 - 0987 - 46,16 - 031,ALTA VERAPAZ,COBAN,COLEGIO MIXTO LA EXCELENCIA,"2A. CALLE 8 - 18 ZONA 4, COBAN",41114848,PATRICIO NAJARRO ASENCIO,ZULY BEATRIZ LÓPEZ WINTER,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ALTA VERAPAZ,AltaVerapaz,COLEGIO MIXTO LA EXCELENCIA,"2A. CALLE 8 - 18 ZONA 4, COBAN",41114848,True,4,"CALLE 8, 2A. - 18 , COBAN",,8,,,"COLEGIO MIXTO LA EXCELENCIA|CALLE 8, 2A. - 18 , COBAN|COBAN|ALTA VERAPAZ|SIN JORNADA|SEMIPRESENCIAL (FIN DE SEMANA)|41114848",False,False
16 - 01 - 0990 - 46,16 - 031,ALTA VERAPAZ,COBAN,LICEO MIXTO PARTICULAR SAN BENITO,"9A. AVENIDA 4 - 55, ZONA 4",37058145,PATRICIO NAJARRO ASENCIO,HENRI MARCO ARTOLA TEYUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),ALTA VERAPAZ,AltaVerapaz,"LICEO MIXTO PARTICULAR ""SAN BENITO""","9A. AVENIDA 4 - 55, ZONA 4",37058145,True,4,"AVENIDA 4, 9A. - 55",4,,,,"LICEO MIXTO PARTICULAR SAN BENITO|AVENIDA 4, 9A. - 55|COBAN|ALTA VERAPAZ|SIN JORNADA|SEMIPRESENCIAL (UN DIA A LA SEMANA)|37058145",False,False
16 - 01 - 0991 - 46,16 - 031,ALTA VERAPAZ,COBAN,LICEO MIXTO PARTICULAR SAN BENITO,"9A. AVENIDA 4 - 55, ZONA 4",37058145,PATRICIO NAJARRO ASENCIO,HENRI MARCO ARTOLA TEYUL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,AltaVerapaz,"LICEO MIXTO PARTICULAR ""SAN BENITO""","9A. AVENIDA 4 - 55, ZONA 4",37058145,True,4,"AVENIDA 4, 9A. - 55",4,,,,"LICEO MIXTO PARTICULAR SAN BENITO|AVENIDA 4, 9A. - 55|COBAN|ALTA VERAPAZ|DOBLE|FIN DE SEMANA|37058145",False,False
16 - 01 - 0994 - 46,16 - 050,ALTA VERAPAZ,COBAN,CENTRO DE EDUCACION EXTRAESCOLAR - CEEX -,BARRIO CHIVENCORRAL ZONA 12,49972934,MAXIMILIANO CHUB ICAL,HENRRY ALEXANDER DE LOS SANTOS MUTZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO (REGULAR),ALTA VERAPAZ,AltaVerapaz,CENTRO DE EDUCACIÓN EXTRAESCOLAR - CEEX -,BARRIO CHIVENCORRAL ZONA 12,49972934,True,12,BARRIO CHIVENCORRAL,,,,,CENTRO DE EDUCACION EXTRAESCOLAR - CEEX - |BARRIO CHIVENCORRAL|COBAN|ALTA VERAPAZ|DOBLE|DIARIO (REGULAR)|49972934,False,False
16 - 01 - 0997 - 46,16 - 004,ALTA VERAPAZ,COBAN,CENTRO EDUCATIVO BETANIA,SAN BENITO I,42183442,AQUILES GIOVANI BAC GUEVARA,SANDRA JULIETA PÉREZ RAMOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ALTA VERAPAZ,AltaVerapaz,CENTRO EDUCATIVO BETANIA,SAN BENITO I,42183442,True,,SAN BENITO I,,,,,CENTRO EDUCATIVO BETANIA|SAN BENITO I|COBAN|ALTA VERAPAZ|VESPERTINA|DIARIO (REGULAR)|42183442,False,False
16 - 01 - 1001 - 46,16 - 031,ALTA VERAPAZ,COBAN,LICEO DR. RICARDO BRESSANI,1A. AVENIDA 5 - 56 ZONA 2,79521633,PATRICIO NAJARRO ASENCIO,BELSY CLARIBEL SANTISTEBAN ARCHILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,VIRTUAL A DISTANCIA,ALTA VERAPAZ,AltaVerapaz,LICEO DR. RICARDO BRESSANI,1A. AVENIDA 5 - 56 ZONA 2,79521633,True,2,"AVENIDA 5, 1A. - 56",5,,,,"LICEO DR. RICARDO BRESSANI|AVENIDA 5, 1A. - 56|COBAN|ALTA VERAPAZ|DOBLE|VIRTUAL A DISTANCIA|79521633",False,False
16 - 01 - 1002 - 46,16 - 031,ALTA VERAPAZ,COBAN,COLEGIO CRISTIANO ELIM,"DIAGONAL 3, 11 - 04, ZONA 2",44779923,PATRICIO NAJARRO ASENCIO,SELVIN DARIO ROSALES AGUIRRE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),ALTA VERAPAZ,AltaVerapaz,COLEGIO CRISTIANO ELIM,"DIAGONAL 3, 11 - 04, ZONA 2",44779923,True,2,"DIAGONAL 3, 11 - 04",,,,,"COLEGIO CRISTIANO ELIM|DIAGONAL 3, 11 - 04|COBAN|ALTA VERAPAZ|MATUTINA|DIARIO (REGULAR)|44779923",False,False
16 - 01 - 1005 - 46,16 - 031,ALTA VERAPAZ,COBAN,LICEO CHAAB'IL B'E,8A. AVENIDA 4 - 39 ZONA 4,56969292,PATRICIO NAJARRO ASENCIO,ALLAN NOEL MACZ CHIQUIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA,ALTA VERAPAZ,AltaVerapaz,LICEO CHAAB'IL B'E,8A. AVENIDA 4 - 39 ZONA 4,56969292,True,4,"AVENIDA 4, 8A. - 39",4,,,,"LICEO CHAAB'IL B'E|AVENIDA 4, 8A. - 39|COBAN|ALTA VERAPAZ|VESPERTINA|VIRTUAL A DISTANCIA|56969292",False,False
16 - 01 - 1008 - 46,16 - 031,ALTA VERAPAZ,COBAN,COLEGIO HISPANOAMERICANO,9A. AVENIDA 2 - 22 ZONA 1,77738763,PATRICIO NAJARRO ASENCIO,OCTAVIO ISMAEL BATZ CHOC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ALTA VERAPAZ,AltaVerapaz,COLEGIO HISPANOAMERICANO,9A. AVENIDA 2 - 22 ZONA 1,77738763,True,1,"AVENIDA 2, 9A. - 22",2,,,,"COLEGIO HISPANOAMERICANO|AVENIDA 2, 9A. - 22|COBAN|ALTA VERAPAZ|VESPERTINA|DIARIO (REGULAR)|77738763",False,False
16 - 01 - 1009 - 46,16 - 031,ALTA VERAPAZ,COBAN,COLEGIO BILINGUE BET - LUZ,7A. CALLE 11 - 233 ZONA 6,45379823,PATRICIO NAJARRO ASENCIO,CELESTE LETICIA YAT MACZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO (REGULAR),ALTA VERAPAZ,AltaVerapaz,COLEGIO BILINGÜE BET - LUZ,7A. CALLE 11 - 233 ZONA 6,45379823,True,6,"CALLE 11, 7A. - 233",,11,,,"COLEGIO BILINGUE BET - LUZ|CALLE 11, 7A. - 233|COBAN|ALTA VERAPAZ|MATUTINA|DIARIO (REGULAR)|45379823",False,False
16 - 01 - 1174 - 46,16 - 031,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO RAUL CHENAL HEINEMANN,5A. CALLE 1 - 06 ZONA 3,79510413,PATRICIO NAJARRO ASENCIO,SILVIA BEATRIZ SOTO CHÉN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ALTA VERAPAZ,AltaVerapaz,INSTITUTO PRIVADO RAUL CHENAL HEINEMANN,5A. CALLE 1 - 06 ZONA 3,79510413,True,3,"CALLE 1, 5A. - 06",,1,,,"INSTITUTO PRIVADO RAUL CHENAL HEINEMANN|CALLE 1, 5A. - 06|COBAN|ALTA VERAPAZ|VESPERTINA|DIARIO (REGULAR)|79510413",False,False
16 - 01 - 1175 - 46,16 - 031,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO RAUL CHENAL HEINEMANN,5TA. CALLE 1 - 06 ZONA 3,79520414,PATRICIO NAJARRO ASENCIO,SILVIA BEATRIZ SOTO CHÉN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,AltaVerapaz,INSTITUTO PRIVADO RAUL CHENAL HEINEMANN,5TA. CALLE 1 - 06 ZONA 3,79520414,True,3,"CALLE 1, 5TA. - 06",,1,,,"INSTITUTO PRIVADO RAUL CHENAL HEINEMANN|CALLE 1, 5TA. - 06|COBAN|ALTA VERAPAZ|DOBLE|FIN DE SEMANA|79520414",False,False
16 - 01 - 1394 - 46,16 - 031,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO MIXTO MONJA BLANCA,"DIAGONAL 3, 14 - 11 ZONA 2",79513896,PATRICIO NAJARRO ASENCIO,EDWIN ARMANDO CATÚN CAAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,AltaVerapaz,INSTITUTO PRIVADO MIXTO MONJA BLANCA,"DIAGONAL 3, 14 - 11 ZONA 2",79513896,True,2,"DIAGONAL 3, 14 - 11",,,,,"INSTITUTO PRIVADO MIXTO MONJA BLANCA|DIAGONAL 3, 14 - 11|COBAN|ALTA VERAPAZ|DOBLE|FIN DE SEMANA|79513896",False,False
16 - 01 - 1469 - 46,16 - 031,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,2A. CALLE 12 - 23 ZONA 4,79511459,PATRICIO NAJARRO ASENCIO,DANIEL BERNARDO RAMIREZ GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,AltaVerapaz,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,2A. CALLE 12 - 23 ZONA 4,79511459,True,4,"CALLE 12, 2A. - 23",,12,,,"COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA|CALLE 12, 2A. - 23|COBAN|ALTA VERAPAZ|DOBLE|FIN DE SEMANA|79511459",False,False
16 - 01 - 2156 - 46,16 - 031,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO IMPERIAL,5A. CALLE 1 - 98 ZONA 3,57101061,PATRICIO NAJARRO ASENCIO,FAREWELL LUTHER OSORIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ALTA VERAPAZ,AltaVerapaz,COLEGIO PARTICULAR MIXTO IMPERIAL,5A. CALLE 1 - 98 ZONA 3,57101061,True,3,"CALLE 1, 5A. - 98",,1,,,"COLEGIO PARTICULAR MIXTO IMPERIAL|CALLE 1, 5A. - 98|COBAN|ALTA VERAPAZ|VESPERTINA|DIARIO (REGULAR)|57101061",False,False
16 - 01 - 3041 - 46,16 - 005,ALTA VERAPAZ,COBAN,INSTITUTO DE BACHILLERATO ADS. AL INSTITUTO NORMAL MIXTO DEL NORTE EMILIO ROSALES PONCE,3AVENIDA 6 - 23 ZONA 11,79521468,NORA LILIANA FIGUEROA HERNÁNDEZ,VICTOR HUGO DOMÍNGUEZ REYES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ALTA VERAPAZ,AltaVerapaz,INSTITUTO DE BACHILLERATO ADS. AL INSTITUTO NORMAL MIXTO DEL NORTE EMILIO ROSALES PONCE,3AVENIDA 6 - 23 ZONA 11,79521468,True,11,3AVENIDA 6 - 23,,,,,INSTITUTO DE BACHILLERATO ADS. AL INSTITUTO NORMAL MIXTO DEL NORTE EMILIO ROSALES PONCE|3AVENIDA 6 - 23|COBAN|ALTA VERAPAZ|VESPERTINA|DIARIO (REGULAR)|79521468,False,False
16 - 01 - 6190 - 46,16 - 031,ALTA VERAPAZ,COBAN,LICEO MIGUEL ANGEL ASTURIAS,7A. CALLE 1 - 13 ZONA 3,79511103,PATRICIO NAJARRO ASENCIO,JAYRON ARIEL COY CACAO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO (REGULAR),ALTA VERAPAZ,AltaVerapaz,LICEO MIGUEL ANGEL ASTURIAS,7A. CALLE 1 - 13 ZONA 3,79511103,True,3,"CALLE 1, 7A. - 13",,1,,,"LICEO MIGUEL ANGEL ASTURIAS|CALLE 1, 7A. - 13|COBAN|ALTA VERAPAZ|VESPERTINA|DIARIO (REGULAR)|79511103",False,False
